product_id,product_name,product_name(j),category_id,category_name,category_name(j),color_size_stock,color_size_stock(j),price,product_desc,product_desc(j),brand_name,brand_name(j),product_url,product_img_url
prod201500067,wildflower & striped blanket,ワイルドフラワー＆ストライプ毛布,cat59270780,Kids\Baby\Blankets,キッズ\ベビー\ブランケット,BLUE::22,ブルー::22,6399.0,"kate spade new york cotton blanket.
Striped with pink scalloped trim on one side.
Wildflower pattern with solid trim on the other.
Gold logo at corner.
Arrives in gift box.
Imported. 

About kate spade new york:
In 1993, former magazine accessories editor Kate Brosnahan created a sleek black handbag under the label kate spade new york that became famous around the world. In 2007, Deborah Lloyd, formerly of Banana Republic and Burberry, took the helm as president and chief creative officer with an aim to broaden the line while honoring its history. Craig A. Leavitt joined shortly thereafter to realize the global potential of the brand that now has dozens of retail shops, a thriving e-commerce business, and boutiques around the world and has grown to include shoes, jewelry, fragrance, eyewear, hosiery, tabletop, paper, and women's ready-to-wear.  ","kate spade new york cotton blanket.
Striped with pink scalloped trim on one side.
Wildflower pattern with solid trim on the other.
Gold logo at corner.
Arrives in gift box.
Imported. 

About kate spade new york:
In 1993, former magazine accessories editor Kate Brosnahan created a sleek black handbag under the label kate spade new york that became famous around the world. In 2007, Deborah Lloyd, formerly of Banana Republic and Burberry, took the helm as president and chief creative officer with an aim to broaden the line while honoring its history. Craig A. Leavitt joined shortly thereafter to realize the global potential of the brand that now has dozens of retail shops, a thriving e-commerce business, and boutiques around the world and has grown to include shoes, jewelry, fragrance, eyewear, hosiery, tabletop, paper, and women's ready-to-wear.  ",kate spade new york,ケイト?スペイド?ニュー?ヨーク?,http://www.neimanmarcus.com/en-jp/kate-spade-new-york-wildflower-striped-blanket-Blankets/prod201500067_cat59270780__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat59270780%2526pageSize%253D120%2526No%253D0%2526refinements%253D&eItemId=prod201500067&cmCat=product,b92a4ad8caf130486450e3de6c7848fd4c5421ba.jpg
prod200280322,"Niles Reversible Squirrels Blanket, Gray",ナイルズリバーシブルリスブランケット、グレー,cat59270780,Kids\Baby\Blankets,キッズ\ベビー\ブランケット,GRAY PATTERN::10,GRAY PATTERN::10,8826.0,"Molo ""Niles"" printed blanket from the Squirrels collection.
Solid contrast edge.
Striped reverse.
Cotton/spandex.
Imported.

About molo:
Headquartered in Denmark, molo's true passion is putting children first, designing on their terms. The collection features vibrant colors, strong shapes, and funky prints, allowing kids to express themselves freely and creatively.","Molo ""Niles"" printed blanket from the Squirrels collection.
Solid contrast edge.
Striped reverse.
Cotton/spandex.
Imported.

About molo:
Headquartered in Denmark, molo's true passion is putting children first, designing on their terms. The collection features vibrant colors, strong shapes, and funky prints, allowing kids to express themselves freely and creatively.",Molo,Molo,http://www.neimanmarcus.com/en-jp/Molo-Niles-Reversible-Squirrels-Blanket-Gray-Blankets/prod200280322_cat59270780__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat59270780%2526pageSize%253D120%2526No%253D0%2526refinements%253D&eItemId=prod200280322&cmCat=product,d0c2f6bd947ff3b7aed10423e1211f4879ffccdd.jpg
prod150560106,"Peek-a-Boo Puppy Blanket, Personalized",ピック・ア・ブー・パピー・ブランケット、パーソナライズド,cat59270780,Kids\Baby\Blankets,キッズ\ベビー\ブランケット,LIGHT BLUE::999,ブルー::999,18203.0,"Plush velour with peek-a-boo puppy applique.
Contrast facing and trim.
If desired, personalize with embroidery (up to 11 letters) in the style shown.
Polyester; machine washable.
Made in USA.

About Boogie Baby:
For more than 15 years, Boogie Baby has specialized in customized blankets for babies and kids. Every ultra-plush blanket is made by hand in the U.S. from an array of colors, fabrics, and sizes.","Plush velour with peek-a-boo puppy applique.
Contrast facing and trim.
If desired, personalize with embroidery (up to 11 letters) in the style shown.
Polyester; machine washable.
Made in USA.

About Boogie Baby:
For more than 15 years, Boogie Baby has specialized in customized blankets for babies and kids. Every ultra-plush blanket is made by hand in the U.S. from an array of colors, fabrics, and sizes.",Boogie Baby,Boogie Baby,http://www.neimanmarcus.com/en-jp/Boogie-Baby-Peek-a-Boo-Puppy-Blanket-Personalized-Blankets/prod150560106_cat59270780__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat59270780%2526pageSize%253D120%2526No%253D0%2526refinements%253D&eItemId=prod150560106&cmCat=product,2c0867f7996f944b25f5068d1090745174c31b66.jpg
prod199160244,Baby Bunny Quilt,ベビーバニーキルト,cat59270780,Kids\Baby\Blankets,キッズ\ベビー\ブランケット,::9,::9,20961.0,"MacKenzie-Childs handcrafted baby quilt in cotton with appliquﾃｩ bunnies and carrots.
Framed edges with polka dots, gingham, and scalloped trim.
Soft, textured trapunto underlay.
Approx. 48.5""L x 39""W.
Imported.

About MacKenzie-Childs:
Established in 1983, MacKenzie-Childs combines vibrant colors and patterns to create a whimsical collection of tableware, furniture, and decorative accessories that epitomize ""tradition with a twist."" The company's designers draw inspiration from the pastoral setting of their studios, located on a 65-acre former dairy farm in Aurora, New York. ","MacKenzie-Childs handcrafted baby quilt in cotton with appliquﾃｩ bunnies and carrots.
Framed edges with polka dots, gingham, and scalloped trim.
Soft, textured trapunto underlay.
Approx. 48.5""L x 39""W.
Imported.

About MacKenzie-Childs:
Established in 1983, MacKenzie-Childs combines vibrant colors and patterns to create a whimsical collection of tableware, furniture, and decorative accessories that epitomize ""tradition with a twist."" The company's designers draw inspiration from the pastoral setting of their studios, located on a 65-acre former dairy farm in Aurora, New York. ",MacKenzie-Childs,MacKenzie-Childs,http://www.neimanmarcus.com/en-jp/MacKenzie-Childs-Baby-Bunny-Quilt-Blankets/prod199160244_cat59270780__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat59270780%2526pageSize%253D120%2526No%253D0%2526refinements%253D&eItemId=prod199160244&cmCat=product,0e6c97817e931b2bf5f63622053cfa3ebe06df5b.jpg
prod200280317,"Neala Reversible Friends Forever Stuffed Animal Blanket, Gray",ニアラリバーシブルフレンズ永遠にぬいぐるみの動物毛布、グレー,cat59270780,Kids\Baby\Blankets,キッズ\ベビー\ブランケット,GRAY PATTERN::7,GRAY PATTERN::7,8826.0,"Molo ""Neala"" blanket in stuffed animal print from the Friends Forever collection.
Solid contrast on reverse.
Round corners.
Cotton/spandex.
Imported.

About molo:
Headquartered in Denmark, molo's true passion is putting children first, designing on their terms. The collection features vibrant colors, strong shapes, and funky prints, allowing kids to express themselves freely and creatively.","Molo ""Neala"" blanket in stuffed animal print from the Friends Forever collection.
Solid contrast on reverse.
Round corners.
Cotton/spandex.
Imported.

About molo:
Headquartered in Denmark, molo's true passion is putting children first, designing on their terms. The collection features vibrant colors, strong shapes, and funky prints, allowing kids to express themselves freely and creatively.",Molo,Molo,http://www.neimanmarcus.com/en-jp/Molo-Neala-Reversible-Friends-Forever-Stuffed-Animal-Blanket-Gray-Blankets/prod200280317_cat59270780__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat59270780%2526pageSize%253D120%2526No%253D0%2526refinements%253D&eItemId=prod200280317&cmCat=product,6e822e5873f79c3d8c70e4d2baa33177891b91c3.jpg
prod171250189,"""Big Foot"" Elephant Blanket, Blue",ビッグフットエレファントブランケット、ブルー,cat59270780,Kids\Baby\Blankets,キッズ\ベビー\ブランケット,BLUE::999,ブルー::999,18203.0,"Plush  Boogie Baby blanket with elephant applique. 
Ruffled satin border; rounded corners. 
If desired, personalize with embroidery (up to 11 letters) in style shown. 
40""L x 34""W. 
Polyester. 
Made in USA. 

About Boogie Baby:
For more than 15 years, Boogie Baby has specialized in customized blankets for babies and kids. Every ultra-plush blanket is made by hand in the U.S. from an array of colors, fabrics, and sizes.","Plush  Boogie Baby blanket with elephant applique. 
Ruffled satin border; rounded corners. 
If desired, personalize with embroidery (up to 11 letters) in style shown. 
40""L x 34""W. 
Polyester. 
Made in USA. 

About Boogie Baby:
For more than 15 years, Boogie Baby has specialized in customized blankets for babies and kids. Every ultra-plush blanket is made by hand in the U.S. from an array of colors, fabrics, and sizes.",Boogie Baby,Boogie Baby,http://www.neimanmarcus.com/en-jp/Boogie-Baby-Big-Foot-Elephant-Blanket-Blue-Blankets/prod171250189_cat59270780__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat59270780%2526pageSize%253D120%2526No%253D0%2526refinements%253D&eItemId=prod171250189&cmCat=product,9abf04184807c77d150c608c21ebc25042720053.jpg
prod200450509,"Jungle Jaunt Pima Footie Pajamas, Pink, Size Newborn-9 Months and Matching Items",Jungle Jaunt Pima Footieパジャマ、ピンク、サイズ新生児 -  9か月と一致するアイテム,cat59270780,Kids\Baby\Blankets,キッズ\ベビー\ブランケット,NAVY::29,ネイビー::29,4192.0,"Kissy Kissy baby blanket from the Jungle Jaunt collection.
Solid reverse.
Pima cotton.
Made in Peru.

About Kissy Kissy:
In 1995, Kissy Kissy debuted as a fine layette collection made from Peruvian Pima cotton. The line is known for its ultra-comfortable clothes and signature prints, making its baby essentials anything but basic.","Kissy Kissy baby blanket from the Jungle Jaunt collection.
Solid reverse.
Pima cotton.
Made in Peru.

About Kissy Kissy:
In 1995, Kissy Kissy debuted as a fine layette collection made from Peruvian Pima cotton. The line is known for its ultra-comfortable clothes and signature prints, making its baby essentials anything but basic.",Kissy Kissy,Kissy Kissy,http://www.neimanmarcus.com/en-jp/Kissy-Kissy-Jungle-Jaunt-Pima-Blanket-Navy-White-Blankets/prod201170022_cat59270780__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat59270780%2526pageSize%253D120%2526No%253D0%2526refinements%253D&grpId=prod201170022&eItemId=prod200450509&cmCat=product&focusProductId=prod200450509,7a6adc6b1579192b24d7d52cad2bff40a33be4b5.jpg
prod181370184,"Plush Chevron Elephant Blanket, Pink",ぬいぐるみシェブロンエレファントブランケット、ピンク,cat59270780,Kids\Baby\Blankets,キッズ\ベビー\ブランケット,PINK::999,ピンク::999,18534.0,"Boogie Baby microfiber blanket in chevron print.
If desired, personalize with embroidery (up to 11 letters) in style shown.
Elephant applique on front.
Layered ruffle edge.
Approx. 40""H x 34""L.
Cotton; machine washable.
Made in USA of imported material.

About Boogie Baby:
For more than 15 years, Boogie Baby has specialized in customized blankets for babies and kids. Every ultra-plush blanket is made by hand in the U.S. from an array of colors, fabrics, and sizes.","Boogie Baby microfiber blanket in chevron print.
If desired, personalize with embroidery (up to 11 letters) in style shown.
Elephant applique on front.
Layered ruffle edge.
Approx. 40""H x 34""L.
Cotton; machine washable.
Made in USA of imported material.

About Boogie Baby:
For more than 15 years, Boogie Baby has specialized in customized blankets for babies and kids. Every ultra-plush blanket is made by hand in the U.S. from an array of colors, fabrics, and sizes.",Boogie Baby,Boogie Baby,http://www.neimanmarcus.com/en-jp/Boogie-Baby-Plush-Chevron-Elephant-Blanket-Pink-Blankets/prod181370184_cat59270780__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat59270780%2526pageSize%253D120%2526No%253D0%2526refinements%253D&eItemId=prod181370184&cmCat=product,34bdafdf5e3eba8bc2d9fb88a4720d574e689987.jpg
prod195770151,"Grommet Diaper Bag, Gray",グロメットのおむつバッグ、グレー,cat40380742,Kids\Baby\Diaper-Bags,キッズ\ベビー\おむつ - バッグ,GRAY::32,マルチカラー::32,41370.0,"Milly Minis diaper bag with leather trim, featuring grommet detail through front.
Removable, adjustable shoulder strap.
Zip top closure.
Zip pockets at front and back.
Two front snap pockets; elasticized side pockets.
Inner elasticized pockets; one zip pocket.
Changing pad with ""trouble maker"" script.
12""H x 16""W x 6""D.
Polyester.
Imported.

About Milly Minis Childrenswear:
From the New York design house Milly by Michele Smith, the Milly Minis children's clothing collection was launched  in 2011.  Often inspired by the women's collection, Milly Minis designs feature lively colors and fun patterns with an inspired vintage vibe.  From exquisite party dresses to quirky everyday wear and everything in-between, your little princess will love being a Milly girl. ","Milly Minis diaper bag with leather trim, featuring grommet detail through front.
Removable, adjustable shoulder strap.
Zip top closure.
Zip pockets at front and back.
Two front snap pockets; elasticized side pockets.
Inner elasticized pockets; one zip pocket.
Changing pad with ""trouble maker"" script.
12""H x 16""W x 6""D.
Polyester.
Imported.

About Milly Minis Childrenswear:
From the New York design house Milly by Michele Smith, the Milly Minis children's clothing collection was launched  in 2011.  Often inspired by the women's collection, Milly Minis designs feature lively colors and fun patterns with an inspired vintage vibe.  From exquisite party dresses to quirky everyday wear and everything in-between, your little princess will love being a Milly girl. ",Milly Minis,ミリーミニミニ,http://www.neimanmarcus.com/en-jp/Milly-Minis-Grommet-Diaper-Bag-Gray-Diaper-Bags/prod195770151_cat40380742__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat40380742%2526pageSize%253D120%2526No%253D0%2526refinements%253D&eItemId=prod195770151&cmCat=product,4cdf67a075e2e375c44fad13d13821f72303ea79.jpg
prod202510056,Backpack Diaper Bag,Backpack Diaper Bag,cat40380742,Kids\Baby\Diaper-Bags,キッズ\ベビー\おむつ - バッグ,MAROON::24,マルチカラー::24,38612.0,"Milly Minis polyester diaper bag backpack with flap top.
Adjustable shoulder straps with logo buckle detail.
Back vertical zipper to enter main compartment. 
Looped top handle.
Side elasticized compartments.
Open top with concealed drawstring.
Front two-way zip pocket.
Interior, two slip pockets.
Imported.

About Milly Minis Childrenswear:
From the New York design house Milly by Michele Smith, the Milly Minis children's clothing collection was launched  in 2011.  Often inspired by the women's collection, Milly Minis designs feature lively colors and fun patterns with an inspired vintage vibe.  From exquisite party dresses to quirky everyday wear and everything in-between, your little princess will love being a Milly girl. ","Milly Minis polyester diaper bag backpack with flap top.
Adjustable shoulder straps with logo buckle detail.
Back vertical zipper to enter main compartment. 
Looped top handle.
Side elasticized compartments.
Open top with concealed drawstring.
Front two-way zip pocket.
Interior, two slip pockets.
Imported.

About Milly Minis Childrenswear:
From the New York design house Milly by Michele Smith, the Milly Minis children's clothing collection was launched  in 2011.  Often inspired by the women's collection, Milly Minis designs feature lively colors and fun patterns with an inspired vintage vibe.  From exquisite party dresses to quirky everyday wear and everything in-between, your little princess will love being a Milly girl. ",Milly Minis,ミリーミニミニ,http://www.neimanmarcus.com/en-jp/Milly-Minis-Backpack-Diaper-Bag-Diaper-Bags/prod202510056_cat40380742__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat40380742%2526pageSize%253D120%2526No%253D0%2526refinements%253D&eItemId=prod202510056&cmCat=product,afacacce25deb94495a8fde93176805cc5dedece.jpg
prod189750138,"Leather-Trim Logo Diaper Bag, Brown",レザートリムロゴのおむつバッグ、ブラウン,cat40380742,Kids\Baby\Diaper-Bags,キッズ\ベビー\おむつ - バッグ,BROWN:ONE SIZE:8,ブラウン:ONE SIZE:8,137348.0,"Fendi canvas diaper bag in logo print with leather trim.
Adjustable shoulder strap with attached stroller straps.
Zip top closure.
Exterior bottle pockets.
Interior open pockets.
Includes changing pad.
Polyester/cotton/polyurethane.
Made in Italy.

A Family Affair: About Fendi:
Established in 1925, the entrepreneurial house of Fendi credits its success to three main factorsﾂ幼reativity, technology, and craftsmanship (in the highest sense). These attributes come to life in Fendi's signature furs (completely transformed, shaped, redesigned, and reinterpreted by Fendi), and in innovative shoes and handbags that establish a new philosophy and define a style archetype. ","Fendi canvas diaper bag in logo print with leather trim.
Adjustable shoulder strap with attached stroller straps.
Zip top closure.
Exterior bottle pockets.
Interior open pockets.
Includes changing pad.
Polyester/cotton/polyurethane.
Made in Italy.

A Family Affair: About Fendi:
Established in 1925, the entrepreneurial house of Fendi credits its success to three main factorsﾂ幼reativity, technology, and craftsmanship (in the highest sense). These attributes come to life in Fendi's signature furs (completely transformed, shaped, redesigned, and reinterpreted by Fendi), and in innovative shoes and handbags that establish a new philosophy and define a style archetype. ",Fendi,フェンディ,http://www.neimanmarcus.com/en-jp/Fendi-Leather-Trim-Logo-Diaper-Bag-Brown-Diaper-Bags/prod189750138_cat40380742__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat40380742%2526pageSize%253D120%2526No%253D0%2526refinements%253D&eItemId=prod189750138&cmCat=product,313657cfc4cf7683410d19d093647261aacd8aac.jpg
prod180100286,"Nylon Baby Emergency Kit, Black",ナイロンベビー緊急キット、黒,cat40380742,Kids\Baby\Diaper-Bags,キッズ\ベビー\おむつ - バッグ,BLACK::9,ブラック::9,49644.0,"Anya Hindmarch nylon baby emergency kit.
Patent and grosgrain trim.
Flat top handle.
Zip around closure.
Logo jacquard lining.
Inside: labeled pockets for lotions, clean clothes, mat, and nappies (sold separately).
6.9""H x 9.8""W x 3.9""D.
Imported.

About Anya Hindmarch:
Founded in 1987, Anya Hindmarch is a British luxury accessories brand known for its creativity, craftsmanship, personalization, and humor. Anya Hindmarch designs four mainline handbag collections each year and also offers a bespoke collection. Each design with the line's trademark bow symbol fits in with the company's ethos of craftsmanship and attention to detail.","Anya Hindmarch nylon baby emergency kit.
Patent and grosgrain trim.
Flat top handle.
Zip around closure.
Logo jacquard lining.
Inside: labeled pockets for lotions, clean clothes, mat, and nappies (sold separately).
6.9""H x 9.8""W x 3.9""D.
Imported.

About Anya Hindmarch:
Founded in 1987, Anya Hindmarch is a British luxury accessories brand known for its creativity, craftsmanship, personalization, and humor. Anya Hindmarch designs four mainline handbag collections each year and also offers a bespoke collection. Each design with the line's trademark bow symbol fits in with the company's ethos of craftsmanship and attention to detail.",Anya Hindmarch,Anya Hindmarch,http://www.neimanmarcus.com/en-jp/Anya-Hindmarch-Nylon-Baby-Emergency-Kit-Black-Diaper-Bags/prod180100286_cat40380742__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat40380742%2526pageSize%253D120%2526No%253D0%2526refinements%253D&eItemId=prod180100286&cmCat=product,2d58e1236ddec6ddbcf43c4c8cb4bea95c515931.jpg
prod193970025,"classic nylon harmony baby bag, black",クラシックナイロンハーモニーベビーバッグ、ブラック,cat40380742,Kids\Baby\Diaper-Bags,キッズ\ベビー\おむつ - バッグ,BLACK:ONE SIZE:14,ブラック:ONE SIZE:14,32875.0,"Nylon ""Harmony"" baby bag with leather contrast by kate spade new york.
14-karat, yellow gold-plated hardware.
Open top with flat handles.
Logo at front.
Interior open and zip pockets.
Includes changing pad.
12.5""H x 14.8""W x 7""D.
Imported.

About kate spade new york:
In 1993, former magazine accessories editor Kate Brosnahan created a sleek black handbag under the label kate spade new york that became famous around the world. In 2007, Deborah Lloyd, formerly of Banana Republic and Burberry, took the helm as president and chief creative officer with an aim to broaden the line while honoring its history. Craig A. Leavitt joined shortly thereafter to realize the global potential of the brand that now has dozens of retail shops, a thriving e-commerce business, and boutiques around the world and has grown to include shoes, jewelry, fragrance, eyewear, hosiery, tabletop, paper, and women's ready-to-wear.  ","Nylon ""Harmony"" baby bag with leather contrast by kate spade new york.
14-karat, yellow gold-plated hardware.
Open top with flat handles.
Logo at front.
Interior open and zip pockets.
Includes changing pad.
12.5""H x 14.8""W x 7""D.
Imported.

About kate spade new york:
In 1993, former magazine accessories editor Kate Brosnahan created a sleek black handbag under the label kate spade new york that became famous around the world. In 2007, Deborah Lloyd, formerly of Banana Republic and Burberry, took the helm as president and chief creative officer with an aim to broaden the line while honoring its history. Craig A. Leavitt joined shortly thereafter to realize the global potential of the brand that now has dozens of retail shops, a thriving e-commerce business, and boutiques around the world and has grown to include shoes, jewelry, fragrance, eyewear, hosiery, tabletop, paper, and women's ready-to-wear.  ",kate spade new york,ケイト?スペイド?ニュー?ヨーク?,http://www.neimanmarcus.com/en-jp/kate-spade-new-york-classic-nylon-harmony-baby-bag-black-Diaper-Bags/prod193970025_cat40380742__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat40380742%2526pageSize%253D120%2526No%253D0%2526refinements%253D&eItemId=prod193970025&cmCat=product,f33a457b8adacf899cb2c2996275c52c7180419d.jpg
prod195770172,"Printed Diaper Bag, Gray",プリントされたおむつバッグ、グレー,cat40380742,Kids\Baby\Diaper-Bags,キッズ\ベビー\おむつ - バッグ,GRAY::45,マルチカラー::45,40267.0,"Milly Minis diaper bag with leather detail.
Adjustable, removable shoulder straps; flat top handles.
Zip top closure.
Exterior zip pocket at front with logo.
Elasticized side pockets.
Interior open pockets.
Imported.

About Milly Minis Childrenswear:
From the New York design house Milly by Michele Smith, the Milly Minis children's clothing collection was launched  in 2011.  Often inspired by the women's collection, Milly Minis designs feature lively colors and fun patterns with an inspired vintage vibe.  From exquisite party dresses to quirky everyday wear and everything in-between, your little princess will love being a Milly girl. ","Milly Minis diaper bag with leather detail.
Adjustable, removable shoulder straps; flat top handles.
Zip top closure.
Exterior zip pocket at front with logo.
Elasticized side pockets.
Interior open pockets.
Imported.

About Milly Minis Childrenswear:
From the New York design house Milly by Michele Smith, the Milly Minis children's clothing collection was launched  in 2011.  Often inspired by the women's collection, Milly Minis designs feature lively colors and fun patterns with an inspired vintage vibe.  From exquisite party dresses to quirky everyday wear and everything in-between, your little princess will love being a Milly girl. ",Milly Minis,ミリーミニミニ,http://www.neimanmarcus.com/en-jp/Milly-Minis-Printed-Diaper-Bag-Gray-Diaper-Bags/prod195770172_cat40380742__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat40380742%2526pageSize%253D120%2526No%253D0%2526refinements%253D&eItemId=prod195770172&cmCat=product,38abe71ccd367e711f007bee7a2798549659b9ae.jpg
prod195770153,"Palm-Print Diaper Bag, Navy",パームプリントおむつバッグ、ネイビー,cat40380742,Kids\Baby\Diaper-Bags,キッズ\ベビー\おむつ - バッグ,NAVY::2,ネイビー::2,30117.0,"Milly Minis diaper bag in palm print leather trim.
Removable, adjustable shoulder strap.
Zip top closure.
Zip pockets at front and back.
Two front snap pockets; elasticized side pockets.
Inner elasticized pockets; one zip pocket.
Changing pad with ""trouble maker"" script.
12""H x 16""W x 6""D.
Polyester.
Imported.

About Milly Minis Childrenswear:
From the New York design house Milly by Michele Smith, the Milly Minis children's clothing collection was launched  in 2011.  Often inspired by the women's collection, Milly Minis designs feature lively colors and fun patterns with an inspired vintage vibe.  From exquisite party dresses to quirky everyday wear and everything in-between, your little princess will love being a Milly girl. ","Milly Minis diaper bag in palm print leather trim.
Removable, adjustable shoulder strap.
Zip top closure.
Zip pockets at front and back.
Two front snap pockets; elasticized side pockets.
Inner elasticized pockets; one zip pocket.
Changing pad with ""trouble maker"" script.
12""H x 16""W x 6""D.
Polyester.
Imported.

About Milly Minis Childrenswear:
From the New York design house Milly by Michele Smith, the Milly Minis children's clothing collection was launched  in 2011.  Often inspired by the women's collection, Milly Minis designs feature lively colors and fun patterns with an inspired vintage vibe.  From exquisite party dresses to quirky everyday wear and everything in-between, your little princess will love being a Milly girl. ",Milly Minis,ミリーミニミニ,http://www.neimanmarcus.com/en-jp/Milly-Minis-Palm-Print-Diaper-Bag-Navy-Diaper-Bags/prod195770153_cat40380742__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat40380742%2526pageSize%253D120%2526No%253D0%2526refinements%253D&eItemId=prod195770153&cmCat=product,4d5d69c971e671c2242a59b01a23deae5ded8257.jpg
prod195830131,"Andy Denim Tote Bag, Blue",アンディデニムトートバッグ、ブルー,cat40380742,Kids\Baby\Diaper-Bags,キッズ\ベビー\おむつ - バッグ,BLUE::1,ブルー::1,32544.0,"See by Chloe denim tote bag with leather trim.
Golden hardware.
Adjustable flat tote handles, 8"" drop.
Open top.
Interior, one zip pocket.
12.5""H x 12""W x 7.5""D.
Weighs 1lb. 1.12 oz.
""Andy"" is imported.

About See by Chloe:
Launched in 2001, See by Chloe is the more contemporary vision of the Chloe collection. This diffusion line translates the design house's flirty yet glamorous style to wardrobe basics such as tops and skirts along with after-hours dresses and accessories.","See by Chloe denim tote bag with leather trim.
Golden hardware.
Adjustable flat tote handles, 8"" drop.
Open top.
Interior, one zip pocket.
12.5""H x 12""W x 7.5""D.
Weighs 1lb. 1.12 oz.
""Andy"" is imported.

About See by Chloe:
Launched in 2001, See by Chloe is the more contemporary vision of the Chloe collection. This diffusion line translates the design house's flirty yet glamorous style to wardrobe basics such as tops and skirts along with after-hours dresses and accessories.",See by Chloe,See by Chloe,http://www.neimanmarcus.com/en-jp/See-by-Chloe-Andy-Denim-Tote-Bag-Blue-Diaper-Bags/prod195830131_cat40380742__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat40380742%2526pageSize%253D120%2526No%253D0%2526refinements%253D&eItemId=prod195830131&cmCat=product,ba0a531ba8ec8923c939fe2967564ae25ee6f625.jpg
prod197240204,Small Quilted Nylon Knot Tote Bag,小さなキルティングナイロンノットトートバッグ,cat40380742,Kids\Baby\Diaper-Bags,キッズ\ベビー\おむつ - バッグ,MIDNIGHT BLUE::24|BLACK::38,ブルー::24|ブラック::38,21512.0,"Marc Jacobs quilted nylon tote bag.
Knotted top handles, 8"" drop.
Open top with magnetic closure.
Front slip pocket with logo patch.
Interior, satin lining; one zip and two slip pockets.
Imported.

About Marc Jacobs:
The youngest designer to win the CFDA Perry Ellis Award for New Fashion Talent, Marc Jacobs has been at the top of the fashion stratosphere almost from the time the first look came down the runway in 1986. He's been credited with stylizing the so-called grunge aesthetic and has also turned out flawlessly ladylike suits and dresses. His design range is as impressive as his ability to influence trends.","Marc Jacobs quilted nylon tote bag.
Knotted top handles, 8"" drop.
Open top with magnetic closure.
Front slip pocket with logo patch.
Interior, satin lining; one zip and two slip pockets.
Imported.

About Marc Jacobs:
The youngest designer to win the CFDA Perry Ellis Award for New Fashion Talent, Marc Jacobs has been at the top of the fashion stratosphere almost from the time the first look came down the runway in 1986. He's been credited with stylizing the so-called grunge aesthetic and has also turned out flawlessly ladylike suits and dresses. His design range is as impressive as his ability to influence trends.",Marc Jacobs,Marc Jacobs,http://www.neimanmarcus.com/en-jp/Marc-Jacobs-Small-Quilted-Nylon-Knot-Tote-Bag-Diaper-Bags/prod197240204_cat40380742__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.jsp%253FitemId%253Dcat40380742%2526pageSize%253D120%2526No%253D0%2526refinements%253D&eItemId=prod197240204&cmCat=product,2776c7e081205c5e9edc16154f30350a0cc0a35b.jpg
